Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
Male,25,2,121,yes,yes,2,3,Sometimes,no,3,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,30,2,119,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,31,2,119,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,31,2,129,yes,yes,3,3,Sometimes,yes,1,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,128,yes,yes,3,3,Sometimes,yes,1,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,112,yes,yes,1,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,113,yes,yes,2,3,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,117,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,118,yes,yes,1,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,40,2,118,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_II
Male,40,2,117,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,27,2,103,yes,yes,3,1,Sometimes,no,1,no,0,1,no,Public_Transportation,Obesity_Type_II
Male,30,2,100,yes,yes,3,2,Sometimes,no,1,no,1,1,no,Public_Transportation,Obesity_Type_II
Male,23,2,122,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,122,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,122,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,121,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,99,yes,yes,3,2,Sometimes,no,1,no,2,1,no,Public_Transportation,Obesity_Type_II
Male,27,2,100,yes,yes,3,2,Sometimes,no,1,no,1,1,no,Public_Transportation,Obesity_Type_II
Male,20,2,104,yes,yes,3,2,Sometimes,no,1,no,0,1,no,Public_Transportation,Obesity_Type_II
Male,23,2,104,yes,yes,3,2,Sometimes,no,2,no,0,1,no,Public_Transportation,Obesity_Type_II
Male,28,2,112,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_II
Male,30,2,112,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_II
Male,25,2,113,yes,yes,1,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,112,yes,yes,1,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,32,2,102,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,31,2,101,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,28,2,100,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,28,2,100,yes,yes,3,2,Sometimes,no,1,no,1,0,no,Public_Transportation,Obesity_Type_II
Male,31,2,129,yes,yes,2,3,Sometimes,yes,1,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,130,yes,yes,2,3,Sometimes,yes,1,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,30,2,124,yes,yes,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,123,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,32,2,119,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_II
Male,31,2,118,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_II
Male,38,2,118,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,38,2,119,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,22,2,116,yes,yes,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,117,yes,yes,1,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,115,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,116,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,121,yes,yes,3,3,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,121,yes,yes,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,121,yes,yes,3,3,Sometimes,no,3,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,121,yes,yes,3,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,121,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_II
Male,31,2,121,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_II
Male,31,2,119,yes,yes,3,3,Sometimes,no,3,no,0,2,Sometimes,Automobile,Obesity_Type_II
Male,31,2,119,yes,yes,3,3,Sometimes,no,2,no,1,2,Sometimes,Automobile,Obesity_Type_II
Male,25,2,117,yes,yes,1,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,117,yes,yes,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,119,yes,yes,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,119,yes,yes,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,40,2,108,yes,yes,2,4,Sometimes,no,1,no,2,0,no,Automobile,Obesity_Type_II
Male,37,2,106,yes,yes,3,3,Sometimes,no,1,no,2,0,no,Automobile,Obesity_Type_II
Male,34,2,103,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,34,2,103,yes,yes,3,2,Sometimes,no,1,no,1,0,no,Public_Transportation,Obesity_Type_II
Male,23,2,122,yes,yes,3,2,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,122,yes,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,122,yes,yes,3,2,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,22,2,121,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,101,yes,yes,3,1,Sometimes,no,1,no,1,1,no,Public_Transportation,Obesity_Type_II
Male,24,2,100,yes,yes,3,1,Sometimes,no,1,no,0,2,no,Public_Transportation,Obesity_Type_II
Male,20,2,103,yes,yes,3,1,Sometimes,no,1,no,0,1,no,Public_Transportation,Obesity_Type_II
Male,23,2,101,yes,yes,3,1,Sometimes,no,1,no,1,2,no,Public_Transportation,Obesity_Type_II
Male,29,2,114,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_II
Male,30,2,113,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_II
Male,27,2,112,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_II
Male,25,2,112,yes,yes,1,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,26,2,115,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,115,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,114,yes,yes,2,3,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,114,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,30,2,112,yes,yes,1,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_II
Male,30,2,112,yes,yes,1,4,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_II
Male,41,2,110,yes,yes,2,3,Sometimes,no,1,no,1,0,no,Automobile,Obesity_Type_II
Male,41,2,111,yes,yes,2,3,Sometimes,no,2,no,1,0,no,Automobile,Obesity_Type_II
Male,30,2,104,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,33,2,103,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,31,2,102,yes,yes,3,2,Sometimes,no,1,no,1,1,no,Public_Transportation,Obesity_Type_II
Male,30,2,103,yes,yes,3,1,Sometimes,no,1,no,0,0,no,Public_Transportation,Obesity_Type_II
Male,31,2,127,yes,yes,3,3,Sometimes,yes,1,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,129,yes,yes,2,3,Sometimes,yes,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,30,2,129,yes,yes,2,3,Sometimes,no,1,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,129,yes,yes,2,3,Sometimes,no,1,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,121,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,32,2,120,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,31,2,121,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,31,2,120,yes,yes,2,3,Sometimes,no,2,no,1,2,Sometimes,Automobile,Obesity_Type_II
Male,27,2,120,yes,yes,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,2,120,yes,yes,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,118,yes,yes,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,118,yes,yes,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,38,2,118,yes,yes,2,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Obesity_Type_II
Male,38,2,118,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,28,2,121,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,28,2,119,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,25,2,114,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,114,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,115,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,115,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,30,2,112,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_II
Male,30,2,112,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_II
Male,27,2,113,yes,yes,2,3,Sometimes,no,2,no,1,2,Sometimes,Automobile,Obesity_Type_II
Male,28,2,113,yes,yes,2,3,Sometimes,no,2,no,0,2,Sometimes,Automobile,Obesity_Type_II
Male,26,2,121,yes,yes,2,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,2,121,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,28,2,120,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,2,120,yes,yes,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,121,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,122,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,121,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,121,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,120,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,31,2,120,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,32,2,118,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,30,2,118,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,31,2,125,yes,yes,2,3,Sometimes,yes,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,126,yes,yes,2,3,Sometimes,yes,1,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,125,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,31,2,126,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,113,yes,yes,1,3,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,113,yes,yes,1,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,114,yes,yes,2,3,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,114,yes,yes,2,3,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,2,118,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,118,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,118,yes,yes,1,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,118,yes,yes,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,37,2,118,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,38,2,119,yes,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Automobile,Obesity_Type_II
Male,39,2,118,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,38,2,118,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Obesity_Type_II
Male,25,2,101,yes,yes,3,1,Sometimes,no,1,no,0,2,no,Public_Transportation,Obesity_Type_II
Male,27,2,103,yes,yes,3,1,Sometimes,no,1,no,0,1,no,Public_Transportation,Obesity_Type_II
Male,34,2,103,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,33,2,103,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,24,2,121,yes,yes,3,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,121,yes,yes,3,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,119,yes,yes,2,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,118,yes,yes,1,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,2,121,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,121,yes,yes,3,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,121,yes,yes,3,3,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23,2,120,yes,yes,3,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,2,100,yes,yes,3,2,Sometimes,no,1,no,1,1,no,Public_Transportation,Obesity_Type_II
Male,24,2,100,yes,yes,3,2,Sometimes,no,1,no,1,1,no,Public_Transportation,Obesity_Type_II
Male,31,2,101,yes,yes,3,2,Sometimes,no,1,no,2,0,no,Public_Transportation,Obesity_Type_II
Male,31,2,103,yes,yes,3,2,Sometimes,no,1,no,1,1,no,Public_Transportation,Obesity_Type_II
Male,20,2,106,yes,yes,3,1,Sometimes,no,2,no,0,1,no,Public_Transportation,Obesity_Type_II
Male,21,2,101,yes,yes,3,1,Sometimes,no,1,no,0,1,no,Public_Transportation,Obesity_Type_II
Male,26,2,104,yes,yes,3,1,Sometimes,no,1,no,0,1,no,Public_Transportation,Obesity_Type_II
Male,27,2,103,yes,yes,3,1,Sometimes,no,1,no,0,1,no,Public_Transportation,Obesity_Type_II
Female,26,2,102,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,138,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,150,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,110,yes,yes,3,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,121,yes,yes,3,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,134,yes,yes,3,3,Sometimes,no,1,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,110,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,132,yes,yes,3,3,Sometimes,no,1,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,23,2,114,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,128,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,152,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,2,134,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,24,2,115,yes,yes,3,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,107,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,131,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,24,2,133,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,102,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,103,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,142,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,153,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,125,yes,yes,3,3,Sometimes,no,1,no,1,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,130,yes,yes,3,3,Sometimes,no,1,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,136,yes,yes,3,3,Sometimes,no,1,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,134,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,139,yes,yes,3,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,156,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,134,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,134,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,23,2,133,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,2,134,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,102,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,103,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,137,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,138,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,141,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,2,152,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,2,105,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,110,yes,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,2,125,yes,yes,3,3,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,122,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,134,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,132,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,110,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,110,yes,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,132,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,133,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,24,2,114,yes,yes,3,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,24,2,113,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,128,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,20,2,129,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,144,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,21,2,149,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,2,133,yes,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,134,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,24,2,113,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,113,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,112,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
